depth	min	max	median	mean
0.5	-56	-47	-53	-52
9.5	-55	62	-34	-23
14.5	-53	91	-9	-2
16.5	-53	102	3	7
16.50001	-43	104	9	15
17.5	-39	110	16	21
19.5	-37	123	30	32
23.5	6	246	129	128
26.5	20	392	209	207
28.5	27	499	263	260
32.5	156	587	365	364
36.5	335	605	464	467
39.5	432	635	546	544
44.5	538	705	621	620
48.5	553	849	668	677
49.5	555	891	679	691
52.5	585	924	716	726
56.5	606	954	769	771
59.5	615	1001	803	805
64.5	688	1034	861	861
68.5	716	1076	912	906
69.5	719	1092	924	917
72.5	825	1120	958	961
76.5	922	1179	1017	1023
79.5	936	1268	1059	1069
80.5	946	1297	1074	1086
84.5	983	1414	1152	1164
88.5	999	1628	1214	1242
92.5	1045	1743	1295	1322
96.5	1079	1814	1388	1403
99.5	1097	1906	1450	1463
101.5	1133	1940	1490	1502
105.5	1192	1983	1574	1580
109.5	1223	2070	1662	1657
113.5	1336	2108	1744	1737
117.5	1389	2153	1834	1817
119.5	1409	2191	1880	1857
121.5	1494	2211	1916	1897
125.5	1657	2236	1991	1977
