labid,age,error,depth,cc
Core top,0,20,0,0
Biostratigraphic_ pollen,200,50,12,0
Biostratigraphic_ pollen,4700,200,37,0
Biostratigraphic_ pollen,8500,300,50,0
WIS-783,9705,100,74,1
WIS-782,12060,120,152,1
WIS-805,12200,110,256,1
QL-1081,12400,170,432,1
