labid,age,error,depth,cc
Core top,-55,1,0,0
WW-5684,120,30,17.5,1
WW-5477,1507,34,52.5,1
WW-5685,2230,35,87.5,1
WW-5478,3360,37,117.5,1
WW-5686,4815,35,137.5,1
WW-5687,6240,30,147.5,1
WW-5479,8458,47,167.5,1
WW-5480,8844,48,192.5,1
WW-5481,9661,51,212.5,1
WW-5482,10006,63,227.5,1
WW-5483,10390,64,232.5,1
WW-5484,10932,55,247.5,1
