labID,	age,	error,	depth,	cc
Core top,	-51,	1,	0,	0
OS-34212,	360,	35,	32.5,	1
OS-34228,	505,	30,	55.5,	1
OS-34227,	1040,	45,	60,	1
OS-34225,	1520,	40,	68,	1
OS-34211,	1370,	25,	80,	1
OS-34210,	3140,	40,	84,	1
OS-34205,	2480,	50,	87,	1
