labid,age,error,depth,cc
Core top,0,40,0,0
Beta-48600,2840,70,350,1
Beta-48601,4260,70,550,1
Tephra,6850,150,774.5,0
Beta-48602,8270,80,880,1
Beta-48603,10790,80,1040,1
Beta-55124,12720,140,1170,1
Beta-48604,13640,390,1240,1
Beta-55125,15920,230,1330,1
Beta-55126,18750,280,1430,1
Beta-48605,22280,640,1540,1
Beta-58162,28090,470,1645,1
Beta-55127,36300,750,1747,1
