depth	min	max	median	mean
1	-40	-30	-35	-35
10	92	100	96	96
20	225	237	231	231
30	346	363	355	355
40	410	447	430	430
50	483	1047	773	767
69	1884	2293	2095	2094
80	2342	3345	2907	2895
90	2443	4287	3610	3527
100	3541	4378	3975	3971
110	3986	4663	4366	4355
120	4081	5180	4708	4681
130	4698	5236	4968	4970
140	4989	5598	5287	5289
155	5184	6519	5771	5807
168	5569	6772	6305	6257
178	6406	6872	6632	6634
188	6710	7270	7034	7018
198	6954	7726	7392	7372
208	7422	7861	7652	7650
221	7646	8747	8038	8096
231	8220	9208	8572	8625
241	8765	9523	9250	9234
251	8937	10273	9483	9525
261	9118	10772	9752	9808
300	9954	11877	10903	10907
315	10674	12146	11271	11281
320	10797	12247	11288	11327
325	10889	12367	11303	11373
330	10942	12470	11321	11418
332	11504	12716	11770	11867
334	11930	12982	12247	12315
341	12912	14289	13922	13885
349	13622	15816	15034	14985
359	14030	17619	15370	15493
369	14321	18501	15839	16001
