labid,age,error,depth,cc
Core top,-50,2,0,0
Historical fire,67,1,8,0
Historical fire,131,1,23,0
Historical fire,370,2,32,0
Historical fire,423,5,39,0
AA-27849,2220,45,70.5,1
AA-31755,3795,80,104.5,1
AA-27847,4485,50,135.5,1
AA-27848,5915,55,181,1
AA-31756,6830,95,207,1
Tephra,7627,150,213,0
AA-29546,8300,100,240,1
AA-29547,10270,80,314,1
Tephra,11600,50,332,0
AA-32532,11922,83,340,1
