"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","keep","error","cc"
16161,10512,"No Name East midden",35501,"Radiocarbon",5960,0,6030,5890,5890,6030,"Neotoma 1",NA,TRUE,1220,-116.56667,35.43333,0,70,1
