depth	min	max	median	mean
0.5	-35	-30	-33	-33
1.5	-30	-26	-28	-28
2.5	-25	-21	-23	-23
5.5	-11	-5	-8	-8
8.5	2	12	7	7
10.5	11	22	16	16
11.5	15	26	21	20
14.5	27	39	33	33
17.5	35	55	45	45
19.5	41	67	54	54
20.5	47	73	60	60
21.5	55	82	69	69
24.5	71	117	94	94
25.5	75	130	103	103
26.5	79	143	111	111
27.5	84	157	120	120
28.5	88	170	129	129
30.5	103	197	149	149
32.5	123	246	177	179
33.5	129	282	190	194
37	143	416	235	247
41	166	546	289	307
45	201	610	358	369
49	222	703	419	430
51	248	742	449	460
53	281	764	479	490
57	326	821	543	551
63	426	920	631	642
69	522	1028	719	735
