labid,age,error,depth,cc
Core top,-60,1,0,0
OS-96062,145,25,56,1
OS-83953,1180,30,139,1
OS-90704,1940,30,179,1
OS-95704,2860,30,243,1
OS-93264,2240,30,260,1
OS-96061,3540,35,300,1
Beta-346208,2940,30,374,1
Beta-345774,4160,30,374,1
Beta-346209,4060,30,446,1
Beta-345775,5800,30,446,1
OS-84455,6620,260,448,1
