labid,age,error,depth,cc
Core top,-35,1,0,0
TO-213,3830,60,190,1
TO-212,5960,60,290,1
Tephra,7627,150,330,0
TO-151,7850,70,430,1
TO-211,9100,360,470,1
TO-210,8810,70,510,1
TO-149,10400,70,585,1
Tephra,7627,150,370,0
