labid,age,error,depth,cc
Core top,0,30,0,0
Biostratigraphic_ pollen,250,100,55,0
Radiocarbon_ reservoir correction,5535,129,88,1
Radiocarbon_ reservoir correction,5672,196,170,1
GX-16969,9395,255,256.5,1
GX-16965,12520,135,351,1
GX-16972,14610,470,432,1
Radiocarbon_ reservoir correction,16903,243,635,1
Radiocarbon_ reservoir correction,17050,163,662.5,1
GX-16559,19040,390,813,1
