depth	min	max	median	mean
15	-42	641	107	160
30	9	1000	294	351
60	137	1616	693	739
80	291	1908	979	1012
110	596	2237	1397	1402
120	673	2377	1535	1531
140	897	2567	1804	1785
170	1333	2801	2205	2171
190	1691	2952	2472	2430
210	2139	3077	2720	2691
230	2671	3201	2933	2934
250	2853	3443	3117	3126
270	2934	3763	3261	3283
290	3027	4008	3414	3440
310	3125	4216	3573	3598
330	3230	4398	3733	3757
350	3345	4584	3897	3916
370	3477	4755	4063	4077
390	3614	4901	4228	4237
410	3759	5048	4391	4396
430	3906	5199	4554	4555
450	4071	5331	4715	4714
470	4247	5466	4876	4871
490	4445	5595	5033	5030
510	4673	5733	5188	5188
530	4835	5960	5365	5368
540	4878	6225	5452	5470
