depth	min	max	median	mean
0	-137	55	-40	-40
5	-92	102	6	5
10	-70	176	49	50
15	-54	265	92	95
20	-43	359	133	141
25	17	377	182	186
30	53	397	232	231
35	78	426	282	276
40	98	476	330	321
45	231	524	402	397
50	318	621	470	472
55	361	762	537	548
60	393	926	605	624
65	1052	1433	1221	1227
70	1588	2057	1832	1830
75	2054	2785	2437	2434
80	2496	3526	3046	3037
85	2692	3684	3229	3218
90	2822	3915	3410	3400
95	2906	4198	3587	3581
100	2970	4543	3760	3763
105	3299	4596	3935	3944
110	3561	4659	4123	4124
115	3757	4752	4322	4305
120	3889	4927	4514	4486
125	4222	4997	4628	4623
130	4430	5119	4753	4760
135	4513	5339	4891	4897
