"","datasetid","siteid","sitename","chroncontrolid","type","age","depth","limityounger","limitolder","error","cc"
"1",777,758,"Eagle Lake",2033,"Core top",20,840,-30,70,50,0
"2",777,758,"Eagle Lake",2034,"Radiocarbon",1860,890,1815,1905,45,1
"3",777,758,"Eagle Lake",2035,"Radiocarbon",3480,970,3400,3560,80,1
"4",777,758,"Eagle Lake",2036,"Radiocarbon",4740,1070,4580,4900,160,1
"5",777,758,"Eagle Lake",2037,"Radiocarbon",6170,1170,6090,6250,80,1
"6",777,758,"Eagle Lake",2038,"Radiocarbon",10550,1260,10260,10840,290,1
