labid,age,error,depth,cc
Core top,-46,5,0,0
OS-21032,810,35,43,1
OS-19227,1820,50,90,1
OS-21034,4730,45,149,1
OS-21035,6070,50,189,1
OS-21036,8440,50,260,1
OS-19943,8440,60,261,1
OS-19223,9280,60,277,1
