depth	min	max	median	mean
0.25	-68	-40	-53	-53
5.75	-57	7	-32	-31
11.75	-51	69	-10	-6
17.75	-47	132	12	20
23.75	-44	163	30	37
29.75	-41	179	44	49
35.75	-37	199	57	62
38.5	-36	209	63	68
38.500005	-10	214	82	87
41.75	23	236	113	117
47.75	84	304	191	192
53.75	122	393	263	267
59.75	151	504	331	343
65.75	243	523	362	384
71.75	306	549	401	423
77.75	326	616	459	463
83.75	349	655	493	492
89.75	368	680	517	515
95.75	384	711	541	538
101.75	406	743	563	562
107.75	441	767	585	586
113.75	465	800	608	610
119.75	485	835	631	635
125.75	540	865	657	666
130.75	568	892	680	693
136.75	587	929	714	724
142.75	616	969	750	762
148.75	648	1016	797	806
154.75	669	1079	840	851
160.75	690	1161	882	895
166.75	731	1193	930	940
172.75	759	1234	980	984
178.75	779	1294	1025	1029
184.75	834	1332	1070	1073
190.75	879	1363	1119	1118
196.75	910	1407	1166	1163
202.75	964	1447	1209	1208
208.75	1037	1470	1251	1252
214.75	1088	1501	1296	1297
220.75	1136	1546	1342	1343
226.75	1252	1576	1389	1396
232.75	1315	1620	1444	1450
238.75	1337	1701	1499	1503
244.75	1400	1745	1555	1559
250.75	1448	1785	1617	1616
256.75	1480	1848	1676	1673
262.75	1573	1915	1739	1740
268.75	1702	1968	1815	1819
