labid,age,error,depth,cc
Core top,-54,5,0,0
Pre-EuroAmerican settlement horizon,43,50,38.5,0
AA-64664,475,40,70,1
AA-64665,700,60,130,1
OS-54557,1500,70,230,1
OS-62571,1910,40,270,1
