"","datasetid","siteid","sitename","chroncontrolid","type","age","depth","limityounger","limitolder","error","cc"
"1",671,655,"Toadlena Lake [Dead Man Lake]",1798,"Radiocarbon",19400,170,15800,23000,3600,1
"2",671,655,"Toadlena Lake [Dead Man Lake]",1799,"Radiocarbon",24700,315,16900,32500,7800,1
"3",671,655,"Toadlena Lake [Dead Man Lake]",1800,"Radiocarbon",27800,510,26200,29400,1600,1
