labid,age,error,depth,cc
Core top,-31,1,0,0
QL-1629,2420,80,407.5,1
Tephra,7627,150,805,0
QL-1630,8670,70,907.5,1
QL-1631,9610,70,1015.5,1
QL-1632,10180,60,1107.5,1
QL-1633,11220,70,1208.5,1
