labID,	age,	error,	depth,	cc
Core top,	-45,	1,	0,	0
Beta-86805,	2770,	80,	220,	1
Beta-85176,	5450,	70,	435,	1
Tephra,	6800,	6800,	538.5,	0
Beta-85177,	8330,	100,	605,	1
Beta-86806,	10440,	80,	765,	1
Beta-86807,	10720,	110,	780,	1
Beta-81085,	11750,	100,	857.5,	1
Beta-81084,	12990,	180,	872.5,	1
