"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
2636,2546,"Ten Lakes",7011,"Core top",-35,0,3360,-40,-35,-15,10,0
2636,2546,"Ten Lakes",7012,"Radiocarbon",3360,60,3360,-40,3120,3600,240,1
