depth	min	max	median	mean
1	-61	841	206	257
25	134	1129	560	580
50	431	1415	925	926
65	651	1561	1141	1132
80	908	1702	1352	1339
90	1074	1794	1488	1473
100	1365	1869	1603	1608
120	1590	2360	1874	1901
130	1690	2566	2031	2056
150	1863	3005	2341	2366
169	2091	3347	2643	2663
190	2355	3674	2993	2997
220	2780	4087	3474	3462
250	3291	4454	3959	3935
280	3923	4749	4416	4395
300	4446	4963	4704	4702
310	4558	5224	4847	4857
330	4721	5737	5141	5165
350	4970	6085	5461	5478
370	5222	6398	5791	5793
400	5647	6811	6268	6256
430	6168	7139	6738	6717
450	6567	7333	7057	7026
460	6897	7393	7190	7180
480	7141	7919	7465	7485
500	7359	8325	7765	7786
510	7452	8528	7924	7940
520	7581	8675	8085	8094
538	7790	8962	8368	8369
560	8105	9257	8704	8701
580	8442	9489	9017	9003
600	8798	9735	9326	9307
630	9383	10125	9719	9733
650	9579	10442	9952	9970
670	9754	10742	10189	10204
690	9914	11030	10423	10437
700	10026	11159	10543	10556
730	10339	11550	10897	10909
760	10677	11929	11240	11258
780	10932	12181	11477	11495
800	11228	12394	11723	11734
820	11365	12750	11985	11994
840	11474	13211	12249	12265
860	11590	13614	12532	12533
884	11739	14096	12871	12856
900	11844	14405	13089	13066
920	11969	14784	13382	13331
940	12100	15193	13676	13599
960	12229	15573	13972	13867
980	12361	15934	14270	14134
1000	12501	16341	14561	14399
1020	12642	16721	14832	14668
1040	12899	17204	15214	15069
1060	13209	17687	15597	15473
