depth	min	max	median	mean
85	62	259	99	111
87	65	263	101	113
89	67	266	103	115
91	68	269	105	117
91.00001	77	278	106	120
93	93	294	127	139
97	110	359	194	205
103	145	530	290	304
111	226	615	441	435
115	336	654	501	499
117	399	668	530	531
121	497	709	597	594
127	583	861	700	705
131	601	1041	765	781
135	653	1131	842	857
141	703	1278	962	970
151	847	1450	1158	1155
161	1038	1577	1353	1341
171	1371	1672	1530	1530
183	1516	2170	1744	1770
189	1581	2370	1860	1891
191	1597	2466	1896	1932
195	1651	2580	1974	2012
201	1703	2779	2090	2132
