labID,	age,	error,	depth,	cc
Core top,	0,	1,	0,	0
GX-5550,	1795,	135,	17.5,	1
GX-4962,	2285,	150,	45,	1
GX-4963,	2855,	140,	95,	1
GX-5551,	3460,	155,	132.5,	1
GX-4964,	4135,	190,	145,	1
GX-5552,	4880,	170,	185,	1
