labid,age,error,depth,cc
Core top,-54,1,0,0
Pre-EuroAmerican settlement horizon,43,50,34.5,0
Beta-216075,660,40,55.5,1
AA-64659,918,38,70.5,1
OS-62735,870,35,81,1
OS-55342,1340,45,86.5,1
OS-62736,1380,35,99,1
OS-55447,1320,30,107.5,1
OS-62860,1310,35,111,1
AA-64660,1820,47,130.5,1
OS-62861,2270,40,159,1
OS-62722,2490,40,179,1
AA-64661,2893,57,200.5,1
OS-62720,3820,35,253,1
