depth	min	max	median	mean
0	901	3639	2065	2092
7	1201	3843	2254	2288
19	1673	4136	2595	2630
28	2141	4309	2824	2887
38	2788	4629	3169	3256
48	3086	5081	3805	3874
58	3539	5654	4561	4569
68	4260	6165	5302	5275
78	5116	6707	5991	5972
88	5658	7378	6563	6556
93	5959	7632	6841	6834
98	6198	7826	7145	7112
103	6642	8010	7421	7397
108	7065	8148	7714	7687
112	7396	8285	7917	7896
115	7660	8347	8042	8036
120	7857	8665	8267	8269
125	8046	8796	8427	8425
130	8144	9041	8582	8582
135	8512	9229	8817	8819
140	8642	9626	9034	9056
150	9549	11274	10569	10528
160	10549	11788	11215	11203
170	10866	12109	11534	11520
180	11236	12368	11848	11835
190	11553	12614	12139	12129
200	11819	12855	12392	12380
212	12215	13092	12699	12686
220	12482	13234	12901	12890
230	12905	13583	13189	13202
240	13115	14423	13616	13655
250	13412	15024	14088	14109
260	13617	15376	14403	14419
270	13762	15642	14602	14628
280	13914	15898	14804	14834
290	14085	16158	15004	15037
300	14236	16400	15203	15242
