labid,age,error,depth,cc
Core top,-30,1,0,0
Ambrosia rise,80,20,17.5,0
WIS-1337,1540,60,60,1
WIS-1338,1950,70,140,1
WIS-1341,3170,80,290,1
WIS-1342,5890,80,467,1
WIS-1343,7500,80,587.5,1
IDW-2d Picea decline,10790,645,720,0
