"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
3058,2959,"Basswood Road Lake/Splan Pond",7688,"Core top",0,0,13920,0,-20,20,20,0
3058,2959,"Basswood Road Lake/Splan Pond",7690,"Radiocarbon, reservoir correction",2670,164,13920,0,2520,2820,150,1
3058,2959,"Basswood Road Lake/Splan Pond",7691,"Radiocarbon, reservoir correction",4770,262,13920,0,4550,4990,220,1
3058,2959,"Basswood Road Lake/Splan Pond",7692,"Radiocarbon, reservoir correction",6230,350,13920,0,5990,6470,240,1
3058,2959,"Basswood Road Lake/Splan Pond",7693,"Radiocarbon, reservoir correction",9110,510,13920,0,8890,9330,220,1
3058,2959,"Basswood Road Lake/Splan Pond",7694,"Radiocarbon, reservoir correction",10950,624,13920,0,10770,11130,180,1
3058,2959,"Basswood Road Lake/Splan Pond",7695,"Radiocarbon, reservoir correction",12250,642,13920,0,11980,12520,270,1
