"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
1606,1561,"Lake QC",3941,"Core top",0,1,10930,0,-30,30,30,0
1606,1561,"Lake QC",3942,"Radiocarbon",2940,150,10930,0,2820,3060,120,1
1606,1561,"Lake QC",3943,"Radiocarbon",6530,370,10930,0,6390,6670,140,1
1606,1561,"Lake QC",3944,"Radiocarbon",8600,450,10930,0,8320,8880,280,1
