depth	min	max	median	mean
0	-69	84	4	5
3	82	255	173	172
6	195	451	345	339
9	299	656	517	506
12	398	865	690	674
15	498	1078	861	841
18	598	1294	1033	1008
21	798	1448	1198	1176
24	1178	1495	1345	1344
27	1371	1680	1509	1511
33	1440	2442	1808	1847
39	1486	3238	2108	2182
48	1792	3580	2564	2600
60	2005	4187	3154	3144
66	2495	4273	3427	3417
72	2852	4375	3713	3690
84	3462	4693	4224	4188
96	4027	5027	4606	4589
102	4140	5380	4759	4763
108	4235	5563	4876	4883
120	4360	6150	5082	5124
126	4458	6279	5205	5246
129	4494	6367	5267	5306
132	4524	6452	5323	5367
138	4588	6680	5438	5489
