labid,age,error,depth,cc
Core top,-45,5,0,0
Beta-167871,2480,40,33,1
Beta-167872,3870,40,61,1
Beta-167873,5670,40,97,1
TO-7871,7370,80,132,1
TO-7869,7740,90,142,1
TO-7868,7780,70,174,1
