depth	min	max	median	mean
0	-28	-22	-25	-25
1	-25	-3	-16	-15
5	-20	84	22	24
7	4	92	42	44
10	23	114	75	73
13	78	162	114	116
15	87	235	137	144
17	107	274	169	175
20	121	378	212	222
22	145	407	244	252
25	162	484	290	299
30	212	574	369	375
32	242	598	402	406
35	271	658	449	452
40	336	730	527	528
45	408	799	605	604
51	516	874	697	697
53	556	896	728	728
55	581	929	760	759
58	665	966	805	805
60	697	998	837	835
63	741	1095	893	895
65	756	1193	924	935
67	786	1245	964	976
70	814	1353	1019	1036
75	874	1498	1117	1136
80	939	1645	1214	1235
85	1007	1781	1313	1335
87	1041	1824	1353	1375
90	1078	1918	1413	1436
95	1151	2048	1515	1538
105	1299	2296	1723	1740
