labid,age,error,depth,cc
Core top,-42,44,0,0
OS-15527,2140,30,315,1
GX-19603,2690,135,352,1
GX-19217,3695,155,475,1
GX-19604,5465,85,627,1
GX-19605,7900,115,749,1
AA-12529,9420,90,887.5,1
