"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
2293,2215,"Rostock Mammoth Site",6070,"Radiocarbon",10790,30,12940,10790,10490,11090,300,1
2293,2215,"Rostock Mammoth Site",6071,"Radiocarbon",12550,87.5,12940,10790,12310,12790,240,1
