labID,	age,	error,	depth,	cc
Core top,	-28,	1,	0,	0
SFU-208,	3430,	360,	83.5,	1
SFU-207,	5700,	120,	246.5,	1
SFU-206,	7400,	130,	375,	1
SFU-209,	9250,	180,	484.5,	1
WAT-362,	10740,	395,	496,	1
WAT-408,	12650,	320,	518,	1
SFU-223,	11700,	260,	536,	1
