labid,age,error,depth,cc
Core top,-53,1,0,0
Beta-343098,870,30,42,1
Beta-329631,1190,30,74.5,1
Beta-329632,2030,30,130.5,1
Beta-343099,3750,30,206,1
Beta-343100,5840,30,301.5,1
Beta-329633,8740,40,399.5,1
