"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","keep","error","cc"
7848,6491,"Roberts Creek AB33",5963,"Radiocarbon",7240,16,7460,7020,7020,7460,"NAPD 1",NA,FALSE,308,-91.50028,42.98611,0,220,1
