labID,	age,	error,	depth,	cc
Core top,	0,	1,	0,	0
GSC-3037,	3100,	60,	95,	1
GSC-3046,	4920,	60,	192.5,	1
GSC-3214,	7160,	110,	395,	1
GSC-3217,	7860,	120,	445,	1
GSC-3210,	8970,	140,	492.5,	1
