labid,age,error,depth,cc
Core top,-45,47,0,0
TO-5834,7900,70,180,1
TO-5504,8750,200,395,1
TO-6106,9670,100,407.5,1
TO-5505,10920,80,485,1
TO-5506,10550,140,515,1
TO-5835,10250,250,565,1
TO-6107,7810,140,580,1
TO-5836,10190,160,605,1
