"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude"
785,766,"Edward Lake",2070,"Core top",0,0,10000,0,-20,20,"COHMAP chron 2","3 C-14 dates corrected by 800 yr to yield a date of 4650 yr bp for the Tsuga decline at 305 cm. Ragweed rise at 45 cm. agrees with Maplehurst 10k to 9k. Age bounds for application of the model: top = 0; bottom = 10000.",TRUE,518,-80.25,44.37
785,766,"Edward Lake",2071,"Biostratigraphic, pollen",120,45,10000,0,90,150,"COHMAP chron 2","3 C-14 dates corrected by 800 yr to yield a date of 4650 yr bp for the Tsuga decline at 305 cm. Ragweed rise at 45 cm. agrees with Maplehurst 10k to 9k. Age bounds for application of the model: top = 0; bottom = 10000.",TRUE,518,-80.25,44.37
785,766,"Edward Lake",2072,"Radiocarbon, reservoir correction",4220,270,10000,0,4115,4325,"COHMAP chron 2","3 C-14 dates corrected by 800 yr to yield a date of 4650 yr bp for the Tsuga decline at 305 cm. Ragweed rise at 45 cm. agrees with Maplehurst 10k to 9k. Age bounds for application of the model: top = 0; bottom = 10000.",TRUE,518,-80.25,44.37
785,766,"Edward Lake",2073,"Radiocarbon, reservoir correction",6870,470,10000,0,6720,7020,"COHMAP chron 2","3 C-14 dates corrected by 800 yr to yield a date of 4650 yr bp for the Tsuga decline at 305 cm. Ragweed rise at 45 cm. agrees with Maplehurst 10k to 9k. Age bounds for application of the model: top = 0; bottom = 10000.",TRUE,518,-80.25,44.37
785,766,"Edward Lake",2074,"Radiocarbon, reservoir correction",9750,610,10000,0,9570,9930,"COHMAP chron 2","3 C-14 dates corrected by 800 yr to yield a date of 4650 yr bp for the Tsuga decline at 305 cm. Ragweed rise at 45 cm. agrees with Maplehurst 10k to 9k. Age bounds for application of the model: top = 0; bottom = 10000.",TRUE,518,-80.25,44.37
