labid,age,error,depth,cc
Core top,-50,2,0,0
Historical fire,54,1,12,0
Historical fire,202,1,20,0
Historical fire,746,1,28,0
AA-34823,1600,40,55,1
AA-38087,2209,49,75,1
AA-38088,3306,67,120,1
AA-38089,4617,51,169,1
AA-38090,6302,55,207,1
Tephra,7627,150,222,0
AA-38091,7164,74,246,1
AA-38092,8870,120,289,1
AA-38093,10239,79,330,1
AA-36943,11100,130,362,1
Tephra,11600,50,375,0
