labID,	age,	error,	depth,	cc
Core top,	0,	1,	0,	0
GSC-3280,	1570,	100,	17.5,	1
GSC-3245,	3080,	150,	77.5,	1
GSC-3240,	4760,	120,	137.5,	1
GSC-3237,	5170,	130,	197.5,	1
GSC-3094,	6320,	180,	254.5,	1
