depth	min	max	median	mean
0	276	755	535	528
5	522	854	628	633
10	600	1042	772	786
15	703	1203	936	941
20	874	1335	1084	1089
25	971	1401	1166	1172
30	1074	1463	1238	1244
35	1170	1514	1283	1305
40	1279	2123	1559	1596
45	1455	2499	1922	1938
50	1736	2752	2301	2284
55	2310	2949	2647	2642
60	2451	3194	2844	2834
65	2640	3386	3041	3033
70	2876	3543	3228	3222
75	3124	3755	3437	3438
80	3306	4034	3647	3653
85	3509	4259	3867	3869
90	3775	4482	4092	4106
95	3991	5023	4426	4448
100	4237	5338	4820	4810
105	4656	5562	5203	5176
110	5096	5779	5519	5501
115	5301	6056	5709	5705
120	5534	6243	5917	5910
125	5751	6383	6131	6113
130	6025	6492	6321	6312
135	6149	6610	6411	6408
140	6250	6724	6492	6493
145	6342	6832	6574	6578
150	6429	6931	6657	6662
