depth	min	max	median	mean
0	-71	91	-22	-15
5	-32	299	109	116
10	-12	578	232	247
15	3	872	352	377
20	147	934	499	514
25	223	1017	664	651
30	278	1188	810	787
40	805	1253	1057	1053
50	984	1444	1273	1249
60	1055	1686	1379	1375
70	1117	1806	1473	1467
80	1172	1942	1563	1560
90	1224	2070	1651	1653
100	1387	2164	1811	1804
110	1804	2409	2051	2066
120	2024	3090	2401	2439
130	4231	5035	4675	4666
140	5715	6553	6178	6167
150	6532	7284	6950	6943
160	7091	8313	7653	7671
170	7615	9197	8309	8337
180	8069	9622	8987	8940
190	8945	10172	9547	9549
200	9287	11255	10055	10110
