labid,age,error,depth,cc
Sediment stratigraphic,8100,100,402.5,0
AA-34341,9920,110,471.25,1
AA-46442,11090,210,516.75,1
AA-34342,11110,410,577.75,1
Sediment stratigraphic,11550,130,656,0
