labID,	age,	error,	depth,	cc
Core top,	-32,	1,	550,	0
WIS-1580,	2380,	70,	599,	1
WIS-1581,	3180,	70,	624,	1
WIS-1582,	4670,	70,	655,	1
WIS-1583,	6180,	80,	685.5,	1
GSC-3716,	7710,	90,	717,	1
