labid,age,error,depth,cc
Core top,-30,20,0,0
VERA-2703,2595,35,240,1
VERA-2704,2965,35,255,1
VERA-2705,3375,30,290,1
VERA-2706,4250,30,340,1
VERA-2707,5150,30,400,1
