depth	min	max	median	mean
1	71	1427	812	794
5	199	1470	884	871
10	331	1535	983	968
15	416	1626	1084	1064
20	590	1685	1171	1159
25	767	1749	1258	1254
30	876	1842	1350	1349
35	1186	1928	1466	1489
40	1360	2076	1618	1640
45	1416	2339	1759	1791
50	1827	2541	2098	2121
53	2074	2766	2322	2346
55	2212	2970	2472	2496
58	2385	3318	2698	2720
60	2466	3558	2844	2870
63	2809	3822	3183	3206
65	3096	3981	3451	3467
68	3478	4238	3861	3858
70	3712	4451	4138	4118
75	4204	5184	4810	4770
80	4595	5405	5068	5039
85	4893	5484	5227	5212
90	5059	5660	5395	5385
95	5277	5767	5538	5534
100	5469	5887	5678	5678
105	5582	6086	5821	5821
110	5730	6180	5937	5939
115	5828	6308	6049	6051
120	5889	6490	6161	6164
125	6551	7004	6763	6765
130	7225	7739	7489	7490
135	7803	8596	8216	8214
140	8246	8956	8615	8614
145	8575	9307	8936	8933
150	8803	9754	9261	9251
155	9153	10041	9584	9580
160	9374	10346	9941	9911
165	9511	10861	10293	10241
169.5	9606	11060	10441	10386
175	9671	11239	10556	10508
179	9709	11419	10627	10597
