labid,age,error,depth,cc
Biostratigraphic_ pollen,9000,250,265,0
Biostratigraphic_ pollen,10200,250,355,0
Biostratigraphic_ pollen,11700,250,402,0
Biostratigraphic_ pollen,13500,250,450,0
