labid,age,error,depth,cc
ISGS-1698,5930,120,217.5,1
ISGS-1697,6750,120,301.5,1
ISGS-1656,8300,160,449,1
ISGS-1657,10500,130,633,1
ISGS-1658,12660,130,772,1
