labID,	age,	error,	depth,	cc
Core top,	-33,	1,	0,	0
GSC-3762,	3490,	70,	98,	1
GSC-3724,	6130,	90,	208,	1
GSC-3718,	8150,	100,	282,	1
GSC-3708,	9550,	100,	349.5,	1
GSC-3704,	10400,	140,	375,	1
