depth	min	max	median	mean
1	-38	44	-21	-14
10	-33	780	135	200
20	20	1151	384	438
30	118	1470	644	684
40	269	1731	902	928
50	443	1958	1164	1176
60	646	2157	1429	1419
70	866	2300	1684	1653
80	1152	2459	1942	1905
90	1504	2587	2195	2154
100	2094	2674	2391	2399
110	2288	3179	2634	2657
120	2428	3534	2872	2900
130	2572	3767	3126	3141
140	2756	3993	3397	3391
150	2989	4169	3677	3649
160	3303	4307	3937	3901
167	3746	4365	4074	4070
170	3832	4421	4146	4142
173	4004	4591	4272	4279
