labid,age,error,depth,cc
Core top,-48,1,0,0
CAMS-22028,6350,70,165,1
AA-19415,7770,190,207,1
CAMS-24129,9970,80,258.5,1
CAMS-25554,11070,50,296,1
CAMS-22027,12040,60,328.5,1
