depth	min	max	median	mean
17	22	292	132	140
19	34	319	154	160
21	50	342	174	181
23	62	362	197	202
25	73	388	218	222
27	94	407	241	243
31	132	454	284	285
35	163	496	327	328
39	206	531	369	369
43	249	567	411	410
49	318	620	474	473
51	346	642	494	494
55	393	686	538	536
57	427	701	558	556
61	485	744	598	598
65	557	779	640	640
69	601	926	719	732
71	635	991	764	779
73	665	1033	819	827
75	683	1106	869	875
77	732	1131	919	922
81	813	1210	1016	1017
85	891	1271	1121	1110
89	1065	1312	1212	1203
93	1198	1517	1333	1338
97	1279	1816	1473	1492
105	1435	2319	1797	1820
109	1556	2498	1967	1983
113	1693	2653	2143	2149
117	1827	2807	2318	2316
121	1961	2961	2492	2483
125	2121	3112	2668	2653
129	2323	3219	2839	2819
133	2544	3319	3005	2985
137	2817	3411	3166	3155
141	3108	3517	3338	3328
