labID,	age,	error,	depth,	cc
Core top,	-45,	1,	0,	0
Lead-210,	-10,	5,	5,	0
Lead-210,	50,	5,	14,	0
Beta-110292,	610,	40,	31,	1
Beta-110293,	1880,	40,	51,	1
Beta-110294,	2470,	40,	66,	1
