"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude"
673,657,"Deer Lake Bog",1808,"Core top",0,0,13500,0,-20,20,"COHMAP chron 3","6 C-14 dates with Tsuga decline date at 205 cm. inserted. Ragweed rise at 55 cm. Picea decline 425 cm. = ca. 10.5 k. Age bounds for application of the model: top = 0; bottom = 13500.",TRUE,1325,-71.83333,44.03333
673,657,"Deer Lake Bog",1809,"Biostratigraphic, pollen",120,55,13500,0,90,150,"COHMAP chron 3","6 C-14 dates with Tsuga decline date at 205 cm. inserted. Ragweed rise at 55 cm. Picea decline 425 cm. = ca. 10.5 k. Age bounds for application of the model: top = 0; bottom = 13500.",TRUE,1325,-71.83333,44.03333
673,657,"Deer Lake Bog",1810,"Radiocarbon",1485,124,13500,0,1410,1560,"COHMAP chron 3","6 C-14 dates with Tsuga decline date at 205 cm. inserted. Ragweed rise at 55 cm. Picea decline 425 cm. = ca. 10.5 k. Age bounds for application of the model: top = 0; bottom = 13500.",TRUE,1325,-71.83333,44.03333
673,657,"Deer Lake Bog",1811,"Radiocarbon",2790,185.5,13500,0,2660,2920,"COHMAP chron 3","6 C-14 dates with Tsuga decline date at 205 cm. inserted. Ragweed rise at 55 cm. Picea decline 425 cm. = ca. 10.5 k. Age bounds for application of the model: top = 0; bottom = 13500.",TRUE,1325,-71.83333,44.03333
673,657,"Deer Lake Bog",1812,"Biostratigraphic, pollen",4700,205,13500,0,4500,4900,"COHMAP chron 3","6 C-14 dates with Tsuga decline date at 205 cm. inserted. Ragweed rise at 55 cm. Picea decline 425 cm. = ca. 10.5 k. Age bounds for application of the model: top = 0; bottom = 13500.",TRUE,1325,-71.83333,44.03333
673,657,"Deer Lake Bog",1813,"Radiocarbon",6465,262.5,13500,0,6260,6670,"COHMAP chron 3","6 C-14 dates with Tsuga decline date at 205 cm. inserted. Ragweed rise at 55 cm. Picea decline 425 cm. = ca. 10.5 k. Age bounds for application of the model: top = 0; bottom = 13500.",TRUE,1325,-71.83333,44.03333
673,657,"Deer Lake Bog",1814,"Radiocarbon",8620,389.5,13500,0,8405,8835,"COHMAP chron 3","6 C-14 dates with Tsuga decline date at 205 cm. inserted. Ragweed rise at 55 cm. Picea decline 425 cm. = ca. 10.5 k. Age bounds for application of the model: top = 0; bottom = 13500.",TRUE,1325,-71.83333,44.03333
673,657,"Deer Lake Bog",1815,"Radiocarbon",10960,430,13500,0,10850,11070,"COHMAP chron 3","6 C-14 dates with Tsuga decline date at 205 cm. inserted. Ragweed rise at 55 cm. Picea decline 425 cm. = ca. 10.5 k. Age bounds for application of the model: top = 0; bottom = 13500.",TRUE,1325,-71.83333,44.03333
673,657,"Deer Lake Bog",1816,"Radiocarbon",13000,475.5,13500,0,12600,13400,"COHMAP chron 3","6 C-14 dates with Tsuga decline date at 205 cm. inserted. Ragweed rise at 55 cm. Picea decline 425 cm. = ca. 10.5 k. Age bounds for application of the model: top = 0; bottom = 13500.",TRUE,1325,-71.83333,44.03333
