labid,age,error,depth,cc
Annual laminations (varves),58,10,46,0
Ambrosia rise,60,60,46.5,0
Annual laminations (varves),62,10,47,0
Annual laminations (varves),66,10,48,0
Annual laminations (varves),76,10,51,0
Annual laminations (varves),86,10,55,0
Annual laminations (varves),96,10,57,0
Annual laminations (varves),106,10,60,0
Annual laminations (varves),116,10,62,0
Annual laminations (varves),129,10,65,0
Annual laminations (varves),149,10,68,0
Annual laminations (varves),169,10,72,0
