"","datasetid","siteid","sitename","chroncontrolid","type","age","depth","limityounger","limitolder","error","cc"
"1",841,816,"Forest Pond 1",2339,"Core top",-40,0,-40,0,20,0
"2",841,816,"Forest Pond 1",2340,"Radiocarbon",0,27,-40,0,20,1
"3",841,816,"Forest Pond 1",2341,"Radiocarbon",1650,39,1530,1770,120,1
"4",841,816,"Forest Pond 1",2342,"Radiocarbon",4170,56,4050,4290,120,1
"5",841,816,"Forest Pond 1",2343,"Radiocarbon",8600,77.5,8440,8760,160,1
