depth	min	max	median	mean
1	-32	-2	-17	-17
6	-24	49	1	4
10	-21	95	14	20
16	-13	156	36	45
20	-2	173	53	61
24	5	196	70	78
26	8	210	78	86
30	13	243	94	103
32	18	250	99	108
34	22	256	105	114
36	25	263	110	119
38	27	271	116	125
40	30	278	122	130
40.0000066666667	42	283	129	138
50	95	424	224	234
60	132	824	357	389
70	222	986	520	543
80	318	1184	674	695
90	397	1386	830	846
100	534	1515	990	998
110	670	1668	1143	1150
120	785	1830	1301	1301
130	967	1944	1453	1453
140	1157	2082	1601	1606
150	1316	2221	1757	1759
160	1566	2350	1919	1933
