labID,	age,	error,	depth,	cc
Core top,	-17,	1,	0,	0
I-7954,	1420,	85,	51.2,	1
I-7955,	2235,	85,	60.5,	1
I-6984,	3635,	95,	95.2,	1
I-6985,	5285,	110,	113.5,	1
I-7956,	7645,	125,	154.5,	1
I-4580,	7815,	125,	160.2,	1
