labid,age,error,depth,cc
Core top,-41,1,0,0
MAG-1400,995,115,62.5,1
MAG-1399,3815,45,87.5,1
MAG-1398,4920,20,100.5,1
MAG-1397,5140,40,124.5,1
MAG-1396,5345,30,150.5,1
MAG-1395,5570,40,163.5,1
