labid,age,error,depth,cc
Core top,-42,44,0,0
Beta-70547,5300,60,171,1
Beta-64285,6650,140,245,1
Tephra,7627,150,260,0
Beta-64286,8540,130,485,1
Beta-70548,9830,60,788,1
Beta-70549,11340,60,992,1
