labid,age,error,depth,cc
Core top,0,5,0.5,0
A-4479,1570,150,30,1
A-4480,5690,150,67,1
GX-7906,6900,220,107,1
GX-12995,8210,355,130,1
GX-12996,10325,465,160,1
GX-12997,12810,750,186,1
GX-7907,15370,880,217,1
